"Детские сады / Ясли"#"Детский сад №307, Колокольчик"#"Гвардейская, 10"#"61.37222182939 55.144250919395"
"университеты"#"ЧГПУ, Челябинский государственный педагогический университет"#"Ленина проспект, 69"#"61.387680539522 55.159377347647"
"университеты"#"ЧелГУ, Челябинский государственный университет, 4 корпус"#"Молодогвардейцев, 57а"#"61.335188969173 55.180315610344"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Ленина проспект, 87"#"61.36505057334 55.158873333877"
"университеты"#"УралГУФК, Уральский государственный университет физической культуры, Учебно-спортивный комплекс"#"Энгельса, 22"#"61.379639776736 55.164637580031"
"университеты"#"ЮУГМУ, Южно-уральский Государственный Медицинский Университет"#"Воровского, 66"#"61.372630595808 55.139931948353"
"университеты"#"ЧелГУ, Челябинский государственный университет, 2 корпус"#"Молодогвардейцев, 70б"#"61.328109677595 55.180389638357"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Рождественского, 5"#"61.445803340588 55.159699087658"
"университеты"#"ЧГПУ, Челябинский государственный педагогический университет"#"Сони Кривой, 34"#"61.387971554384 55.158200548253"
"университеты"#"УралГУФК, Уральский государственный университет физической культуры, 3 корпус"#"Труда, 168 к3"#"61.374361836152 55.172398490553"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Электростальская, 47а"#"61.382669518234 55.251455701988"
"университеты"#"ЧелГУ, Челябинский государственный университет, 3 корпус"#"Победы проспект, 162в"#"61.403127064382 55.187491783781"
"университеты"#"ЧГПУ, Челябинский государственный педагогический университет"#"Свердловский проспект, 74"#"61.388658099646 55.158629397469"
"университеты"#"УралГУФК, Уральский государственный университет физической культуры, 2 корпус"#"Российская, 258"#"61.418208129529 55.153006718201"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Коммуны, 149"#"61.366455483764 55.161665957245"
"университеты"#"ЧелГУ, Челябинский государственный университет, 6 корпус"#"Пограничная, 4"#"61.445325385318 55.141381542928"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Артиллерийская, 100"#"61.428330730216 55.178264763493"
"университеты"#"ЧелГУ, Челябинский государственный университет, 5 корпус"#"Василевского, 75"#"61.481120022406 55.100840699031"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Сони Кривой, 79а"#"61.371100945975 55.156844574515"
"университеты"#"ЧелГУ, Челябинский государственный университет"#"Гашека, 12"#"61.404466846528 55.256890612548"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Гастелло, 4/6"#"61.389635811267 55.249901036132"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Сони Кривой, 64"#"61.366006225795 55.158297023062"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Сони Кривой, 60а"#"61.367375682464 55.157937946273"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Марата, 8"#"61.387063529832 55.127068353113"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Сони Кривой, 60"#"61.368059522038 55.157595448464"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Сони Кривой, 62"#"61.366539904876 55.157767355428"
"университеты"#"ЮУрГУ, Южно-Уральский государственный университет"#"Сони Кривой, 58Б"#"61.36811991661 55.157957661645"
"больницы"#"Городская клиническая больница №1"#"Воровского, 16"#"61.392103183781 55.154635936067"
"больницы"#"Городская клиническая больница №8"#"Горького, 18"#"61.445222838861 55.16842138874"
"больницы"#"Областная клиническая больница №3"#"Победы проспект, 287"#"61.339844311872 55.187988606903"
"больницы"#"Областная клиническая больница, Административный корпус"#"Воровского, 70 к2"#"61.37350966276 55.136127019732"
"больницы"#"Городская клиническая больница №6"#"Румянцева, 28 к2"#"61.378037616819 55.253069914034"
"больницы"#"Дорожная клиническая больница, ОАО РЖД"#"Доватора, 23"#"61.386932371897 55.143043127333"
"больницы"#"Городская клиническая больница №5"#"Российская, 20"#"61.411235748227 55.191481847488"
"больницы"#"Детская городская клиническая больница №1"#"Горького, 28"#"61.441618023349 55.173149455883"
"больницы"#"Городская клиническая больница №11"#"Дзержинского, 17а"#"61.463799175534 55.120908203633"
"больницы"#"Городская клиническая больница №2"#"Ленина проспект, 82"#"61.364967193795 55.160128484038"
"больницы"#"Областная детская клиническая больница"#"Воровского, 70 ст11"#"61.37198521863 55.134829197307"
"больницы"#"Городская клиническая больница №9"#"Электровозная 5-я, 5"#"61.422621764506 55.11324920338"
"больницы"#"Областная клиническая больница №4"#"Островского, 81"#"61.36771414412 55.188323721162"
"больницы"#"Детская городская клиническая больница №2, Консультативно-диагностическое отделение"#"Марченко, 11Б"#"61.464355543697 55.170495983238"
"больницы"#"Федеральный центр сердечно-сосудистой хирургии"#"Героя России Евгения Родионова проспект, 2"#"61.276986835464 55.174753374888"
"больницы"#"Областная клиническая больница №2"#"Гагарина (Ленинский), 18"#"61.438745115007 55.138510361251"
"больницы"#"Областная клиническая наркологическая больница"#"40 лет Октября, 36"#"61.448279199991 55.15753753193"
"больницы"#"Детская городская клиническая больница №8"#"Дружбы, 2"#"61.377031424607 55.250606956734"
"больницы"#"Городская больница №1, г. Копейск"#"Борьбы, 34 к2"#"61.625659682533 55.121945149144"
"больницы"#"Детская городская клиническая больница №7"#"Рылеева, 10"#"61.376110842724 55.129101850253"
"больницы"#"Городская больница №14"#"Днепропетровская, 11"#"61.344963667363 55.112691680112"
"больницы"#"Городская больница №6, г. Копейск"#"Советов пос, 6"#"61.588699577521 55.119940631012"
"больницы"#"Областная детская туберкулезная больница"#"Блюхера, 44"#"61.368937955259 55.13257596271"
"больницы"#"Детская городская больница №9"#"Трудовая, 28"#"61.389197449553 55.267926745845"
"больницы"#"Клиника, ЮУГМУ"#"Черкасская, 2/1"#"61.376090979261 55.242812993252"
"больницы"#"Городская больница №15"#"Доватора, 26"#"61.394542758666 55.141497384796"
"больницы"#"Городская больница №3, г. Копейск"#"Комсомольская (Старокамышинск), 21"#"61.526520620624 55.052964760017"
"больницы"#"Городская больница №16"#"Суворова (Новосинеглазово), 4"#"61.371773118151 55.034639383174"
"больницы"#"Детская инфекционная больница №2"#"Малонабережная, 58а"#"61.404090364413 55.178771016731"
"больницы"#"Областная туберкулезная больница"#"Борьбы, 34а"#"61.625154126848 55.119906282283"
"больницы"#"Городская больница №4, г. Копейск"#"19 Партсъезда, 44"#"61.682553743871 55.130593908157"
"больницы"#"Городская больница №13"#"Василевского, 85"#"61.4844064514 55.097533492476"
"больницы"#"Челябинский профпатологический центр, Городская клиническая больница №8"#"Горького, 18"#"61.445222838861 55.16842138874"
"больницы"#"Областная детская туберкулезная больница №3"#"Шуменская, 16"#"61.460701865652 55.174156385933"
"больницы"#"Сосновская центральная районная больница"#"Ленина, 5а"#"61.268289020472 55.311054396629"
"больницы"#"Саргазинская участковая больница"#"Мира, 2"#"61.245249921896 55.02122274445"
"больницы"#"Городская клиническая больница №8, Хирургический корпус №2"#"Горького, 28 к2"#"61.443875813466 55.175065180493"
"больницы"#"Областная клиническая больница"#"Воровского, 70 к5"#"61.370347020603 55.135696163908"
"больницы"#"Детская городская клиническая больница №1"#"Карпенко, 41"#"61.432302659464 55.175949535048"
"больницы"#"Областная клиническая больница №3"#"Победы проспект, 287/3"#"61.342587633844 55.187164111584"
"больницы"#"Городская клиническая больница №6"#"Румянцева, 28 к3"#"61.377461039086 55.252403900555"
"больницы"#"Городская клиническая больница №5"#"Российская, 15а"#"61.411026528015 55.195363718601"
"больницы"#"Областная клиническая больница №2"#"Пограничная, 16"#"61.436522636768 55.142719890621"
"больницы"#"Детская городская клиническая больница №2, Офтальмологическое отделение"#"Марченко, 12"#"61.463740515431 55.173004813017"
"больницы"#"Областная клиническая наркологическая больница, Отделение неотложной наркологической помощи"#"Электровозная 5-я, 7а"#"61.421593059058 55.110884626054"
"больницы"#"Городская клиническая больница №8"#"Передовой пер, 4"#"61.446125224568 55.175345261303"
"больницы"#"Детская городская клиническая больница №8"#"Дружбы, 2/1"#"61.373649999504 55.250941850065"
"больницы"#"Детская городская клиническая больница №7"#"Свободы, 96"#"61.414910155739 55.150810360716"
"больницы"#"Детская городская больница №9, Отделение восстановительного лечения"#"Сталеваров, 39"#"61.403921909715 55.249032391958"
"больницы"#"Городская клиническая больница №11"#"Дзержинского, 15Б"#"61.466965941752 55.120665151921"
"фитнес-клубы"#"Family Fitness, фитнес-клуб"#"Художника Русакова, 7в"#"61.33868359205 55.183661810345"
"фитнес-клубы"#"Citrus, фитнес-клуб, Скоро открытие"#"Комсомольский проспект, 90"#"61.298981842555 55.193342559215"
"фитнес-клубы"#"Вся Медицина, медицинское учреждение, ЗАО МЦ ЧТПЗ"#"Каслинская, 24а"#"61.388621871204 55.190794719501"
"фитнес-клубы"#"Восход, спортивный комплекс"#"Новороссийская, 81"#"61.461254700032 55.111611753122"
"фитнес-клубы"#"Fit Zone, спортивно-оздоровительный комплекс"#"Солнечная, 52"#"61.316708496686 55.191180299128"
"фитнес-клубы"#"Учебно-спортивный комплекс, ЮУрГУ"#"Сони Кривой, 60"#"61.368059522038 55.157595448464"
"фитнес-клубы"#"Водный рай, досуговый центр"#"Батумская, 22а"#"61.464277124125 55.116387427299"
"фитнес-клубы"#"Рэкком, спортивный комплекс"#"Энгельса, 44д"#"61.379054645448 55.15328853274"
"фитнес-клубы"#"Юбилейный, спортивно-оздоровительный комплекс"#"40 лет Октября, 31а"#"61.45044522357 55.157840557591"
"фитнес-клубы"#"V.I.P. GYM, фитнес-клуб"#"Кыштымская, 19"#"61.392043568856 55.181363101562"
"фитнес-клубы"#"I`m Style, спортивно-оздоровительный клуб"#"Братьев Кашириных, 54а"#"61.36873226795 55.179688942362"
"фитнес-клубы"#"Сити Фит, спортивно-оздоровительный комплекс"#"Бажова, 91 к2"#"61.454470246598 55.180784055854"
"фитнес-клубы"#"Pro-Sport, спортивно-оздоровительный клуб"#"Молдавская, 16"#"61.303433917569 55.190509596774"
"фитнес-клубы"#"Fit Curves, сеть фитнес-клубов"#"Победы проспект, 390а"#"61.294077838922 55.184238863103"
"фитнес-клубы"#"House of pain, фитнес-центр"#"Молодогвардейцев, 64Б"#"61.33121465757 55.182379401346"
"фитнес-клубы"#"Мастер-класс, спортивный клуб"#"Комсомольский проспект, 33д"#"61.351295547775 55.193564028577"
"фитнес-клубы"#"Chocolad, фитнес-клуб"#"МОПРа площадь, 10"#"61.417825599217 55.163601235591"
"фитнес-клубы"#"GoldFlex, спортивно-оздоровительный центр"#"Академика Королёва, 3"#"61.299442051125 55.162837296091"
"фитнес-клубы"#"Fit studio, спортивный клуб"#"Славы проспект, 5а"#"61.613607319927 55.114675193092"
"фитнес-клубы"#"Колизей, спортивно-оздоровительный клуб"#"Свердловский проспект, 35"#"61.388179137485 55.178848644993"
"фитнес-клубы"#"Green Club, фитнес-центр"#"Воровского, 11"#"61.395051753986 55.155259707397"
"фитнес-клубы"#"Мегаспорт, спортивно-оздоровительный комплекс"#"Комсомольский проспект, 34д"#"61.34383338036 55.19569702818"
"фитнес-клубы"#"Планета Ариант, фитнес-центр"#"Российская, 40"#"61.413719002617 55.177582599371"
"фитнес-клубы"#"Air & Pole Dance Std, школа акробатических танцев и фитнеса"#"Сони Кривой, 73"#"61.374524854938 55.157216292841"
"фитнес-клубы"#"NeoGym, фитнес-клуб"#"Новороссийская, 10"#"61.491128155281 55.101746726592"
"фитнес-клубы"#"Пик формы, спортивный клуб"#"Победы проспект, 348 ст1"#"61.32044834337 55.190057382486"
"фитнес-клубы"#"Урал, спортивный комплекс"#"Труда, 183Б"#"61.373332643989 55.167177835529"
"фитнес-клубы"#"Олимп, спортивно-оздоровительный клуб"#"Бажова, 91"#"61.453171445157 55.18143592795"
"фитнес-клубы"#"Атлант, фитнес-клуб"#"Академика Королёва, 10"#"61.299578467432 55.164098894374"
"фитнес-клубы"#"Сафари, фитнес-клуб"#"Труда, 173"#"61.383515453843 55.167023367555"
"фитнес-клубы"#"Фитнес Park, фитнес-клуб"#"Молодогвардейцев, 17"#"61.330944600989 55.199972926887"
"фитнес-клубы"#"Discovery, фитнес-клуб"#"Дзержинского, 88"#"61.440834325815 55.130979752574"
"фитнес-клубы"#"Xsport, фитнес-клуб"#"Масленникова, 17а"#"61.459403285367 55.118444786545"
"фитнес-клубы"#"Ювента, фитнес-клуб"#"Пушкина, 62"#"61.409142275098 55.158784638061"
"фитнес-клубы"#"Лотос, центр красоты и здоровья"#"Свердловский проспект, 86"#"61.389077336621 55.153275983634"
"фитнес-клубы"#"Дарис, фитнес-клуб"#"Курчатова, 19 к2"#"61.3887700923 55.149501913665"
"фитнес-клубы"#"Matrix, спортивно-оздоровительный комплекс"#"Свердловский проспект, 7а к1"#"61.388585529013 55.188945854469"
"фитнес-клубы"#"Фитнес-Леди, женский клуб"#"Металлургов шоссе, 70Б"#"61.377029498653 55.247917117163"
"фитнес-клубы"#"PMgym, спортивно-оздоровительный клуб"#"40 лет Победы, 33"#"61.304209764924 55.182781080198"
"фитнес-клубы"#"Habibi-club, фитнес-студия"#"Комсомольский проспект, 39а"#"61.341306047123 55.192948504954"
"фитнес-клубы"#"Риверданс-mix, школа-студия"#"Молодогвардейцев, 60в"#"61.332086111887 55.184590229305"
"фитнес-клубы"#"Сатори, женский клуб"#"Салавата Юлаева, 28"#"61.274555871534 55.18872107579"
"фитнес-клубы"#"Sofi-sport, фитнес-зал"#"Молодогвардейцев, 36а"#"61.330349569023 55.192687578275"
"фитнес-клубы"#"ВИДГОФ, гранд-отель"#"Ленина проспект, 26а"#"61.431550934594 55.161782153279"
"фитнес-клубы"#"TechnoGym, фитнес-центр"#"Героев Танкограда, 118"#"61.451753805378 55.169342305343"
"фитнес-клубы"#"PiTMODELS, школа красивого спорта"#"Островского пер, 5"#"61.390034479966 55.186510333913"
"фитнес-клубы"#"Влада, спортивно-оздоровительный комплекс"#"Пушкина, 27а"#"61.409793110478 55.163905205618"
"фитнес-клубы"#"Альянс, спортивно-оздоровительный комплекс"#"Кронштадтская, 15а"#"61.471384052738 55.126069015073"
"фитнес-клубы"#"Идеал-М, шейпинг-студия"#"Тимирязева, 31"#"61.407474343183 55.157486501377"
"фитнес-клубы"#"Submarine Gym, спортивный клуб"#"Победы проспект, 160"#"61.404690924484 55.185879352489"
"фитнес-клубы"#"Funny, фитнес-центр"#"Мира, 10"#"61.398969178496 55.255427008328"
"фитнес-клубы"#"Территория спорта, спортивный клуб"#"Салавата Юлаева, 34"#"61.272648155572 55.187774101896"
"фитнес-клубы"#"Крепость, спортивный центр"#"Образцова, 26а"#"61.36969888923 55.146016891743"
"фитнес-клубы"#"Power Plate, фитнес-клуб"#"Энтузиастов, 11в"#"61.376614491299 55.154392037127"
"фитнес-клубы"#"Sportland, спортивно-оздоровительный клуб"#"Гагарина (Ленинский), 39"#"61.43482156432 55.125139282689"
"фитнес-клубы"#"Гармония, школа восточных практик"#"Воровского, 11"#"61.395051753986 55.155259707397"
"фитнес-клубы"#"Reginas Club, фитнес-центр"#"Братьев Кашириных, 141а"#"61.299900037992 55.169930075322"
"фитнес-клубы"#"SunClub, фитнес-клуб"#"Лесопарковая, 6"#"61.36386795548 55.150285586396"
"фитнес-клубы"#"Леди Фитнес, фитнес-клуб"#"Свердловский проспект, 31"#"61.387675952804 55.181915445424"
"фитнес-клубы"#"Харизма, спортивно-оздоровительный комплекс"#"Комарова, 125а"#"61.463064000175 55.180585544522"
"фитнес-клубы"#"Факел, спортивный клуб"#"Университетская Набережная, 34"#"61.345670814166 55.174964877083"
"фитнес-клубы"#"Академия спорта, фитнес-клуб, ООО Зодиак"#"Гончаренко, 71"#"61.430373467954 55.125099407196"
"фитнес-клубы"#"Lion, спортивный клуб"#"Комарова, 112"#"61.456440471618 55.176368214822"
"фитнес-клубы"#"Вита, фитнес-клуб"#"Агалакова, 41"#"61.447387684684 55.133058493627"
"фитнес-клубы"#"Надежда, спортивно-оздоровительный центр"#"Тимирязева, 27"#"61.410622987795 55.158037956386"
"фитнес-клубы"#"Светлана, имидж-клуб"#"Володарского, 50"#"61.385125763497 55.158722656283"
"фитнес-клубы"#"Fit lady, фитнес-клуб"#"Коммунистический проспект, 22"#"61.61870819813 55.113838408785"
"фитнес-клубы"#"Карамель, клуб красоты и фитнеса"#"Энгельса, 44г"#"61.381076690165 55.153441276412"
"фитнес-клубы"#"Апельсин, фитнес-клуб"#"40 лет Октября, 30Б"#"61.447062316957 55.159099499911"
"фитнес-клубы"#"Атлетика, спортивный клуб"#"Сони Кривой, 54"#"61.373306141752 55.157741993423"
"фитнес-клубы"#"Атлет, фитнес-клуб"#"Карла Либкнехта, 18"#"61.392992024971 55.155929408707"
"фитнес-клубы"#"Fit Time, женский фитнес-клуб"#"Барбюса, 61"#"61.428478365198 55.131918696276"
"фитнес-клубы"#"Wellness club Manhattan M, спортивно-оздоровительный клуб"#"Энгельса, 26а"#"61.379773447282 55.161207946122"
"фитнес-клубы"#"Бабий бунт, женский клуб"#"Победы проспект, 168"#"61.398721072304 55.184980193799"
"фитнес-клубы"#"FITLIVE, фитнес-зал"#"Тухачевского, 3"#"61.440284904581 55.143959414064"
"фитнес-клубы"#"Sportime, фитнес-клуб"#"Цимлянская, 2"#"61.486285605968 55.105061691757"
"фитнес-клубы"#"Maxima, спортивно-оздоровительный центр"#"Энтузиастов, 2"#"61.374735752318 55.161327963121"
"фитнес-клубы"#"Fitnes Studio Олега Иванова"#"Свободы, 8а"#"61.409880413208 55.169391265993"
"фитнес-клубы"#"Металлург, спортивный комплекс"#"Павелецкая 2-я, 20"#"61.411034930233 55.265625113261"
"фитнес-клубы"#"Pretty Woman, фитнес-клуб"#"Барбюса, 3"#"61.439147087358 55.145752783386"
"фитнес-клубы"#"Эпицентр, фитнес-центр"#"Марченко, 28"#"61.456145399355 55.163360616028"
"фитнес-клубы"#"SQ, велнес-клуб"#"Университетская Набережная, 18"#"61.364655315356 55.176189152998"
"фитнес-клубы"#"Джунгли, фитнес-центр"#"Савина, 5"#"61.444263399915 55.164804648012"
"фитнес-клубы"#"Мир танца, школа танцев"#"МОПРа площадь, 7"#"61.418365270867 55.16251987088"
"фитнес-клубы"#"MV, студия красоты и здоровья"#"Марченко, 7в"#"61.467806524442 55.171711762027"
"фитнес-клубы"#"PRIME, спортивный клуб"#"Академика Сахарова, 11"#"61.297838314573 55.158956104066"
"фитнес-клубы"#"Азимут-спорт, спортивный клуб"#"Салавата Юлаева, 13"#"61.28670292726 55.178060985415"
"фитнес-клубы"#"Иппон, спортивный клуб"#"Победы проспект, 166"#"61.400813889378 55.184650919022"
"фитнес-клубы"#"Sv-studio, фитнес-центр"#"Кирова, 27"#"61.401607222442 55.171530127722"
"фитнес-клубы"#"Барс, спортивный клуб"#"Новороссийская, 83"#"61.452706354316 55.113722142548"
"фитнес-клубы"#"Уралстронг-Силачи Руси, федерация силачей"#"Братьев Кашириных, 100"#"61.320005454524 55.179673022634"
"фитнес-клубы"#"Багира, женский клуб"#"Савина, 5"#"61.444263399915 55.164804648012"
"фитнес-клубы"#"Ракета, фитнес-студия"#"3 Интернационала, 105"#"61.421283293612 55.166895245815"
"фитнес-клубы"#"Союз, спортивный клуб"#"Театральный пер, 18"#"61.382292988825 55.256986816988"
"фитнес-клубы"#"Солнечный Остров, студия творчества и танцев"#"Энтузиастов, 26а/2"#"61.374581547417 55.150672303745"
"фитнес-клубы"#"Тандем, студия танцев"#"Академика Королёва, 19"#"61.297722778866 55.161500441375"
"фитнес-клубы"#"Fit Curves, сеть фитнес-клубов"#"Дегтярёва, 83"#"61.397916494526 55.247570739636"
"фитнес-клубы"#"Sasha Versal, фитнес-студия"#"Цвиллинга, 49"#"61.408308315195 55.154179412054"
"фитнес-клубы"#"Fit Zone, спортивно-оздоровительный комплекс"#"Металлургов шоссе, 49а"#"61.371796539141 55.243016635261"
"фитнес-клубы"#"Форма, тонус-центр"#"Победы проспект, 16Б"#"61.610988554457 55.117948038038"
"Торгово-развлекательные центры / Моллы"#"ГагаринПарк-Nikaland, торгово-развлекательный комплекс"#"Труда, 183"#"61.375022918492 55.167867042503"
"Торгово-развлекательные центры / Моллы"#"Родник, торгово-развлекательный комплекс"#"Труда, 203"#"61.355775616921 55.170990142248"
"Торгово-развлекательные центры / Моллы"#"Фиеста, торгово-развлекательный центр"#"Молодогвардейцев, 7"#"61.327474541626 55.204748782719"
"Торгово-развлекательные центры / Моллы"#"Куба, торгово-развлекательный комплекс"#"Цвиллинга, 25"#"61.405138970399 55.16479159448"
"Торгово-развлекательные центры / Моллы"#"Фокус, торгово-развлекательный комплекс"#"Молдавская, 16"#"61.303433917569 55.190509596774"
"Торгово-развлекательные центры / Моллы"#"Горки, торгово-развлекательный комплекс"#"Артиллерийская, 136"#"61.430799968697 55.164019900437"
"Торгово-развлекательные центры / Моллы"#"Урал, торгово-развлекательный комплекс"#"Воровского, 6"#"61.394889966826 55.157402379845"
"Торгово-развлекательные центры / Моллы"#"Северо-Западный, культурно-торговый комплекс"#"Победы проспект, 348 ст1"#"61.32044834337 55.190057382486"
"Торгово-развлекательные центры / Моллы"#"Маркштадт, торговый комплекс"#"Маркса, 131"#"61.393968111146 55.164442248783"
